Brand,Address
Koi,"Paya Lebar Quarter 
10 Paya Lebar Road #B1-02, Paya Lebar Quarter, S(409057)"
Koi,"Tanjong Pagar Plaza
Blk 1 Tanjong Pagar Plaza, #01-38, S(082001)"
Koi,"J Cube
2 Jurong East Central 1, #01-03 JCube, S(609731)"
Koi,"Downtown East
1 Pasir Ris Close #01-341, Downtown East, S(519599)"
Koi,"Peranakan Place
180A Orchard Road, Peranakan Place, S(238845)"
Koi,"Great World City
1 Kim Seng Promenade, #01-125 Great World City, S(237994)"
Koi,"Junction 8
Junction 8 Shopping Centre, 9 Bishan Place, #02-26 S(579837)"
Koi,"Plaza Singapura (Basement)
68 Orchard Road #B2-11 Plaza Singapura, S(238839)"
Koi,"Ang Mo Kio Hub
53 Ang Mo Kio Ave 3 #01-44, S(569933)"
Koi,"Sun Plaza Mall
30 Sembawang Drive #02-09 Sun Plaza, S(757713)"
Koi,"North Point City
1 Northpoint Drive, South Wing of Northpoint City #B2-157, S(768019)"
Koi,"Tiong Bahru Plaza
302 Tiong Bahru Road #01-155, S(168732)"
Koi,"Takashimaya
391 Orchard Road #B2-37C, Takashimaya Shopping Centre, Ngee Ann City, S (238872)"
Koi,"Jurong East MRT
10 Jurong East Street 12, #01-09, S(609690)"
Koi,"Raffles City
252 North Bridge Road #B1-71, Raffles City Shopping Centre, S(179103)"
Koi,"HarbourFront Centre
1 Maritime Square #01-67A, Harbourfront Centre, S(099253)"
Koi,"Tampines Mall
4 Tampines Central 5 #02-K3B, Tampines Mall, S(529510)"
Koi,"Novena Square
238 Thomson Road #01-61, Novena Square, S(307683)"
Koi,"Chua Chu Kang MRT
10 Choa Chu Kang Avenue 4 #01-04, Choa Chu Kang MRT, S(689810)"
Koi,"Hillion Mall
17 Petir Road #B2-53, Hillion Mall, S(678278)"
Koi,"Jurong Point
1 Jurong West Central 2 #02-41C, Jurong Point, S(648886)"
Koi,"The Arcade
11 Collyer Quay #01-12, The Arcade, S(049317)"
Koi,"Woodlands MRT
30 Woodlands Avenue 2 #01-16, Woodlands MRT, S(738343)"
Koi,"Eastpoint Mall
3 Simei Street 6 #01-08, Eastpoint Mall, S(528833)"
Koi,"Chinatown Point
133 New Bridge Road #01-39, Chinatown Point, S(059413)"
Koi,"Waterway Point
83 Punggol Central #B1-K2, Waterway Point, S(828761)"
Koi,"White Sands
1 Pasir Ris Central St.3 #01-32, White Sands mall, S(518457)"
Koi,"Tampines MRT
20 Tampines Central 1 #01-08, Tampines MRT, S(529538)"
Koi,"Yew Tee MRT
61 Choa Chu Kang Drive #01-03, Yew Tee MRT, S(689715)"
Koi,"Ion Orchard
2 Orchard Turn # B4-35, ION Orchard, S(238801)"
Koi,"CityLink Mall
1 Raffles Link #B1-66, CityLink Mall, S(039393)"
Koi,"Seletar Mall
33 Sengkang West Ave #B1-K6, Seletar Mall, S(797653)"
Koi,"Bukit Batok MRT
10 Bukit Batok Central #01-07, Bukit Batok MRT, S(659958)"
Koi,"Bishan MRT
200 Bishan Road #01-05, Bishan MRT, S(579827)"
Koi,"Ang Mo Kio MRT
2450 Ang Mo Kio Ave8 #01-05, Ang Mo Kio MRT, S(569811)"
Koi,"Hougang Mall
90 Hougang Ave 10, #01-15, S(538766)"
Koi,"Boon Lay MRT
301 Boon Lay way #01-34, Boon Lay MRT, S(649846)"
Koi,"Paya Lebar MRT
30 Paya Lebar Rd. #01-04, Paya Lebar MRT, S(409006)"
Koi,"Changi City Point
5 Changi Business Park Central 1 #B1-18, Changi City Point, S(486038)"
Koi,"City Square Mall
180 Kitchener Road #B1-K6, City Square Mall, S(208539)"
Koi,"NEX
23 Serangoon Central #B1-07, NEX Mall, S(556083)"
Koi,"Changi Airport T3
65 Airport Boulevard #B2-12, Changi Airport Terminal 3, S(819663)"
Koi,"Plaza Singapura
68 Orchard Rd #01-68, Plaza Singapura, S(238839)"
Koi,"313@Somerset
313 Orchard Rd #B3-51, 313@Somerset, S(238895)"
Koi,"VivoCity
1 Harbourfront Walk #B2-06B, VivoCity, S(098585)"
Koi,"Millenia Walk
9 Raffles Boulevard #01-85, Millenia Walk, S(039596)"
Koi,"Buona Vista MRT
100 North Buona Vista Road #1-02/03, Buona Vista MRT, S(139345)"
Koi,"Yishun 10
51 Yishun Central 1 #01-02, Yishun 10 Multiplex, S(768794)"
Koi,"Pasir Ris MRT 
10 Pasir Ris Central, #01-14, Pasir Ris MRT Station, S(519634)"
Koi,"Lucky Plaza
304 Orchard Road #01-15, Lucky Plaza, S(238863)"
Koi,"Compass One
1 Sengkang Square #01-19, Compass One Mall, S(545078)"
Koi,"Bedok Mall
311 New Upper Changi Road #01-97, Bedok Mall, S(467360)"
Koi,"Tampines
BLK 510 Tampines Center 1 #01-250, S(520510)"
Koi,"Clementi
BLK 443 Clementi Ave 3 #01-67, S(120443)"
Koi,"Bugis+
201 Victoria Street #03-29 Bugis+, S(188067)"
Koi,"Marine Parade
83 Marine Parade Central #01-590, S(440083)"
Koi,"Toa Payoh
BLK 490 Lorong 6 Toa Payoh #01-23, S(310490)"
Gong Cha,"1 Raffles Place 
1 Raffles Place, #B1-39, Shopping Podium Tower 1, S(048616)"
Gong Cha,"313 Somerset 
313 Orchard Road, #01-37, S(238895)"
Gong Cha,"Ang Mo Kio 
703 Ang Mo Kio Ave 3, #01-2531, S(560703)"
Gong Cha,"Bugis Junction 
Bugis Junction, #03-08, 200 Victoria Street , S(188021)"
Gong Cha,"Causeway Point 
Causeway Point 1 Woodlands Square, #02-K10, S(738099)"
Gong Cha,"Century Square 
2 Tampines Central 5, #01-39, Century Square, S(529509)"
Gong Cha,"Changi Hospital 
6 Simei Street 3, #01-03, S(529898)"
Gong Cha,"Compass One
Compass One 1, #02-40/41, Sengkang Square, S(545078)"
Gong Cha,"Eunos MRT 
30 Eunos Crescent, #01-10, Eunos MRT Station, S(409423)"
Gong Cha,"Funan Mall
109 North Bridge Road, S(179097)"
Gong Cha,"Hougang Mall 
10 Hougang Mall, 90 Hougang Ave 10, #B1-14/15, S(538766)"
Gong Cha,"Mapletree Business City 
10 Pasir Panjang Road, S(117438)"
Gong Cha,"Marina Square 
6 Raffles Boulevard, #03-212, S(039594)"
Gong Cha,"Northpoint 
930 Yishun Avenue 2, #01-06, North Wing Of Northpoint City, S(769098)"
Gong Cha,"NUS Science Canteen Frontier 
12 Science Drive 2,  S(117549)"
Gong Cha,"NUS UTown 
Fine Food @ NUS UTown,1 Create Way, #01-04 NUS UTown , S(138602)"
Gong Cha,"Pasir Ris MRT 
10 Pasir Ris Central, #01-14, Pasir Ris MRT Station, S(519634)"
Gong Cha,"Plaza Sing 
68 Orchard Road, #B1-K7, Plaza Singapura, S(238839)"
Gong Cha,"Simei MRT 
30 Simei Street 3, #01-04, Simei MRT Station , S(529888)"
Gong Cha,"Singapore University of Technology & Design 
8 Somapah Road, #01-302, S(487372)"
Gong Cha,"Singpost 
10 Eunos Road 8, #01-141A/141B, Singapore Post Centre, S(408600)"
Gong Cha,"SMU café 2.0 
50 Stamford Road, #01-01, Lee Kong Chian Of Business, S(178899)"
Gong Cha,"Takashimaya 
391A Orchard Road, #B2 08-7, Takashimaya Department Store, S(238873)"
Gong Cha,"Tampines MRT 
20 Tampines Central 1, S(529538)"
Gong Cha,"Tan Tock Seng Hospital 
16 Jalan Tan Tock Seng, #B1-03, Tan Tock Seng Hospital, S(308442)"
Gong Cha,"Toa Payoh 
Blk 190 Lorong 6, #01-546, S(310190)"
Gong Cha,"Westgate 
3 Gateway Drive, #02-27, Westgate, S(608532)"
Gong Cha,"Woodlands MRT 
30 Woodlands Avenue 2 #01-40, Woodlands MRT Station, S(738343)"
LiHo,"City Square Mall 
#B2-K3/K4, 180 Kitchener Road, S(208539)"
LiHo,"Tanjong Pagar MRT Station  
#B1-08, 120 Maxwell Road, S(069119)"
LiHo,"100 AM 
#02-25, 100 Tras Street, S(079027)"
LiHo,"Alexandra Retail Centre  
#01-10, 460 Alexandra Road, S(119963)"
LiHo,"West Coast Plaza 
#B1-54 154 West Coast Road, S(127371)"
LiHo,"Anchorpoint Shopping Centre 
370 Alexandra Road, #B1-47, S(159953)"
LiHo,"Raffles City Shopping Centre 
#B1-71, 252 North Bridge Road, S(179103)"
LiHo,"Burlington Square 
#01-53 175 Bencoolen Street, S(189649)"
LiHo,"Far East Plaza 
#01-16F, 14 Scotts Road, S(228213)"
LiHo,"Great World City 
#B1-K1, 1 Kim Seng Promenade, S(237994)"
LiHo,"Plaza Singapura
#B1-K7, 68 Orchard Road, S(238839)"
LiHo,"Orchard Gateway 
#B2-13, 277 Orchard Road, S(238858)"
LiHo,"Wisma Atria 
#B1-03, 435 Orchard Road, S(238877)"
LiHo,"United Square 
#B1-40, 101 Thomson Road, S(307591)"
LiHo,"Goldhill Centre 
#161, 151 Thomson Road, S(307606)"
LiHo,"HDB Toa Payoh Central 
#01-530, 184 Toa Payoh Central, (S310184)"
LiHo,"Eunos MRT  
#01-05, 30 Eunos Crescent, S(409423)"
LiHo,"112 Katong 
#B1-02A, 112 East Coast Road, S(428802)"
LiHo,"Eastpoint Mall (East Point) 
#01-K1, 3 Simei Street 6, S(528833)"
LiHo,"Tampines Mall 
#B1-K5, 4 Tampines Central 5, S(529510)"
LiHo,"Tampines MRT 
#01-24, 20 Tampines Central 1, S(529538)"
LiHo,"Hougang 1 
#01-37, 1 Hougang Street 91, S(538692)"
LiHo,"Rivervale Mall 
#01-04A, 11 Rivervale Crescent, S(545082)"
LiHo,"Jubilee Square 
#01-14 , 61 Ang Mo Kio Avenue 8, S(569814)"
LiHo,"Thomson Plaza 
#01-104, 301 Upper Thomson Road, S(574408)"
LiHo,"Junction 8 Shopping Centre 
#02-18A, 9 Bishan Place, S(579837)"
LiHo,"Clementi Arcade 
#01-87, 41 Sunset Way, S(597071)"
LiHo,"IMM Building 
#01-K12, 2 Jurong East Street 21, S(609601)"
LiHo,"Jurong Point 1
#B1-09, 1 Jurong West Central 2, S(648886)"
LiHo,"West Mall 
#B1-04/04A, 1 Bukit Batok Central Link, S(658713)"
LiHo,"Bukit Batok MRT  
#01-02, 10 Bukit Batok Central, S(659959)"
LiHo,"Bukit Panjang Plaza 
#01-21, 1 Jelebu Road, S(677743)"
LiHo,"Junction 10 
#01-26, 1 Woodlands Road, S(677899)"
LiHo,"Lot One Shoppers' Mall 
#B1-K30, 21 Choa Chu Kang Avenue 4, S(689812)"
LiHo,"Woodlands MRT Station  
#01-16, 30 Woodlands Avenue 2, S(738343)"
LiHo,"Hougang Mall 
#02-24, 90 Hougang Avenue 10, S(538766)"
LiHo,"The Cathay 
#01-10, 2 Handy Road, S(229233)"
LiHo,"JCube 
#03-13, 2 Jurong East Central 1, S(609731)"
LiHo,"VivoCity 
#01-111, 1 Harbourfront Walk, S(098585)"
LiHo,"Square 2 
#01-172, 10 Sinaran Drive, S(307506)"
LiHo,"The Central 
#B1-25, 6 Eu Tong Sen Street, S(059817)"
LiHo,"Ang Mo Kio Hub 
#02-66, 53 Ang Mo Kio Avenue 3, S(569933)"
LiHo,"Bedok Point 
#02-30, 799 New Upper Changi Road, S(467351)"
LiHo,"Yew Tee Point 
#01-49/50, 21 Choa Chu Kang North 6, S(689578)"
LiHo,"Orchard Central
#B1-02, 181 Orchard Road, S(238896)"
LiHo,"163 Bukit Merah Central Food Centre 
#01-3661, 163 Bukit Merah Central, S(150165)"
LiHo,"Gek Poh Shopping Centre 
#01-328, 762 Jurong West Street 75, S(640762)"
LiHo,"China Square Central 
#01-56, 18 Cross Street, S(048423)"
LiHo,"The Shoppes at Marina Bay Sands 
#01-72, 2 Bayfront Avenue, S(018972)"
LiHo,"*SCAPE 
#02-10, 2 Orchard Link, S(237978)"
LiHo,"Greenwich V 
#01-20, 1 Seletar Road, S(807011)"
LiHo,"Changi City Point
#B1-41, 5 Changi Business Park Central 1, S(486038)"
LiHo,"Asia Square Tower 2 
#02-08, 12 Marina View, S(018961)"
LiHo,"Jurong East Mall (JEM) 
#B1-30, 50 Jurong Gateway Road, S(608549)"
LiHo,"Paya Lebar Square 
#01-50, 60 Paya Lebar Road, S(409051)"
LiHo,"The Star Vista 
#B1-39, 1 Vista Exchange Green, S(138617)"
LiHo,"Zhongshan Mall Balestier 
#01-09, 20 Ah Hood Road, S(329984)"
LiHo,"Bedok Mall 
#B2-K16, 311 New Upper Changi Road, S(467360)"
LiHo,"HDB Admiralty Place 
#01-15, 677 Woodlands Avenue 6, S(730677)"
LiHo,"Fairprice Hub 
#02-31 , 1 Joo Koon Circle, S(629117)"
LiHo,"Kinex 
#B1-K5 , 11 Tanjong Katong Road, S(437157)"
LiHo,"Waterway Point (Shopping Centre) 
#B2-K10, 83 Punggol Central, S(828761)"
LiHo,"Paragon Shopping Centre 
#B1-39/40, 290 Orchard Road, S(238859)"
LiHo,"Suntec City Mall (LiHo @ Café)
#03-379, 3 Temasek Boulevard, S(038983)"
LiHo,"18 Tai Seng 
#B1-11, 18 Tai Seng Street, S(539775)"
LiHo,"Resorts World at Sentosa 
#01-83 , 8 Sentosa Gateway, S(098269)"
LiHo,"Sentosa Beach Station
50 Beach View, #01-K9, S(098604)"
LiHo,"T4 Airport 
10 Airport Boulevard #01-08 S(819665)"
LiHo,"Bugis DTL
191 Rochor Road #B2-07(A) , Bugis Downtown Line MRT Station S(188476)"
LiHo,"The CentrePoint 
176 Orchard Road, The Centrepoint, #B1-K2, S(238843)"
LiHo,"Tiong Bahru Plaza
 302 Tiong Bahru Road #B1-K9, S(168732)"
LiHo,"Bugis Street
3 New Bugis Street CYFL4 S(188867)"
LiHo,"Capitol Piazza
13 Stamford Road #B2-31 S(178905)"
LiHo,"Cathay Cineleisure
8 Grange Road, Cathay Cineleisure Orchard, #B1- 06, S(239695)"
LiHo,"Toa Payoh Central
#01-536, 190, Lorong 6, Tao Payoh Central , S(310190)"
LiHo,"Ang Mo Kio HUB 
#B2-57, 53 Ang Mo Kio Ave 3 @AMK Hub S(569933)"
LiHo,"Heartland Mall
Blk 205 Hougang Street 21, #03-00 Heartland Mall Kovan, S(530205)"
LiHo,"King Albert Park
9 King Albert Park #01-35 S(598332)"
LiHo,"Liang Court
177 River Valley Road, #B1-14, S(179030)"
LiHo,"Lucky Chinatown
211 New Bridge Road, Lucky Chinatown, #01-09, S(059432)"
LiHo,"Aljunied MRT 
81 Geylang Lorong 25 #01-04 S(388310)"
LiHo,"One Raffles Place
1 Raffles Place, #B1-10, S(048616)"
LiHo,"My Village
1 Maju Avenue, #01-04 My Village Serangoon Garden, S(556676)"
LiHo,"Aperia Mall 
12 Kallang Avenue #01-22, S(339511)"
LiHo,"Peace Centre
1 Sophia Road #01-07 Peace Centre S(228149)"
LiHo,"Poiz Centre
51 Upper Serangoon Road, #01-16, S(347697)"
LiHo,"Century Square
Tampines Central 5, #B1-27, S(529509)"
LiHo,"Rivervale Plaza
Blk 118 Rivervale Drive, #01-04, Rivervale Plaza, S(540118)"
LiHo,"Red Hill MRT
920 Tiong Bahru Road #01-08 S(158792)"
LiHo,"Suntec City Mall (LiHo Tea & Coffee)
3 Temasek Boulevard, #02-312, S(038983)"
LiHo,"KiNEX
11 Tanjong Katong Road, #B1-K19 S(436950)"
LiHo,"Parkway Centre (LiHO @ Café)
Marine Parade Central, #01-03, S(449408)"
LiHo,"Parkway Parade 
80 Marine Parade Central, #01-69A/K5/K6, S(449269)"
LiHo,"Seletar Mall
33 Sengkang West Ave #B1-K27/28, Seletar Mall, S(797653)"
LiHo,"Tampines Hub (LiHO @ café) 
51, Tampines Avenue 4, Our Tampines Hub #01- K1, S(529684)"
LiHo,"Tanjong Pagar Centre 
7 Wallich Street, Tanjong Pagar Centre, #B2-20, S(078884)"
LiHo,"NEX
23 Serangoon Central #04- K22-23, NEX Mall, S(556083)"
LiHo,"V Hotel Lavender
70 Jellicoe Road #01-21 V Hotel Lavender, S(208767)"
LiHo,"Whitesand
#01-12A, 1 Pasir Ris Central Street 3, S(518457)"
LiHo,"Bukit Gombak MRT Station
#01-01,  802 Bukit Batok West Avenue 5, S(659083)"
LiHo,"Blossom Spring @ Yishun
461 Yishun Avenue 6, #01-12, S(760461)"
LiHo,"Junction 9 
Yishun Avenue 9 #01-37 Junction 9, S(768897)"
LiHo,"Northpoint
930 Yishun Avenue 2 Northpoint #01-17, S(769098)"
LiHo,"Sun Plaza 
#B1-29, 30 Sembawang Drive , S(757713)"
LiHo,"Compass One 
1 Sengkang Square #B1-43 Compass One, S(545078)"
LiHo,"Greenwich 1 
#01-20, 1 Seletar Road , S(807011)"
LiHo,"Clementi 
BLK 442 Clementi Ave 3 #01-109, S(120442)"
LiHo,"Clementi Mall
3155 Commonwealth, #B1- K6, S(129588)"
LiHo,"Jurong Point 2
63 Jurong West Central 3, #03-89E, S(648831)"
LiHo,"National University of Singapore
Stall #08, 21 Lower Kent Ridge Road, Level 2 Yusof Ishak House, S(119077)"
LiHo,"NTU (LiHo @ cafe)
HSS01, Nanyang Technological University, 14 Nanyang Drive, S(637332)"
LiHo,"Coronation Plaza
NTUC Fairprice, 587 Bukit Timah Road, #01-01, S(269707)      "
Playmade,"NEX
 23 Serangoon Central, #04-17 NEX Shopping Mall, S(556083)"
Playmade,"Ang Mo Kio MRT
2450 Ang Mo Kio Ave 8, #01-04, S(569811)"
Playmade,"Tampines 1
10, #01-59 Tampines Central 1, S(529536)"
Playmade,"Paya Lebar Quarter Mall
10 Paya Lebar Rd, #B2-K5 Paya Lebar Quarter Mall, S(409057)"
Playmade,"Waterway Point
83 Punggol Central, Waterway Point, B1, K6, S(828761)"
Playmade,"Tiong Bahru Plaza
302 Tiong Bahru Rd, #01-154, Plaza S(168732)"
Playmade,"Marina Bay Link Mall
8A Marina Blvd, #B2-43 Marina Bay Link Mall, S(018984)"
Playmade,"Depot Heights Shopping Centre
108 Depot Road, Depot Heights Shopping Centre #01-03, S(100108)"
HeyTea,"Clarke Quay Merchant's Cout 
3A River Valley Road, #01-06, Clarke Quay, S(179020)

"
HeyTea,"Westgate
Gateway Drive, #01-25, Westgate, S(608532)"
HeyTea,"ION Orchard 
2 Orchard Turn, #B4-29 ION Orchard, S(238801)"
HeyTea,"Marina Bay Sands
10 Bayfront Ave, L1 73, Bay Level, Marina Bay Sands, S(018956)"
Tiger Sugar,"Paragon Shopping Centre
290 Orchard Rd, #B1-39/40, S(238859)"
Tiger Sugar,"Capitol Piazza
#B2-32, 13 Stamford Rd, S(178905)"
Tiger Sugar,"Holland Piazza
3 Lor Liput, S(277725)"
R&B Tea,"Singpost Centre
#01-133 Eunos Rd 8, S(408600)"
R&B Tea,"Tampines MRT 
#01-18, 20 Tampines Central 1, S(529538)"
R&B Tea,"Parkway Parade
80 Marine Parade Rd, # 03-30A, S(449269)"
R&B Tea,"Marina Square
#04-101/102, 6 Raffles Blvd, S(039594)"
R&B Tea,"Toa Payoh Mall
470 Lor 6 Toa Payoh, S(310470)"
R&B Tea,"Oasis Terraces
681 Punggol Dr, #B1-03, S(820681)"
R&B Tea,"Wisma Atria
435 Orchard Rd, #B1-02, S(238877)"
R&B Tea,"100 AM
100 Tras St, #01 - 07, S(079027)"
R&B Tea,"United Square Mall 
#02, 101 Thomson Rd, K1, S(307591)"
R&B Tea,"KINEX
#B1-30, 11 Tanjong Katong Rd, S(436950)"
R&B Tea,"Marina Bay Sands
#B2-50, 2 Bayfront Ave, S(018972)"
R&B Tea,"SMU School of Economics, 
#01-71, Stamford Rd, S(178903)"
Xing Fu Tang,"Century Square
2 Tampines Central 5, S(529509)"
Xing Fu Tang,"Takashimaya
Food Village B2, 391 Orchard Road S(238872)"
Xing Fu Tang,"Compass One
1 Sengkang Square S(546078)"
Xing Fu Tang,"Causeway Point
1 Woodlands Square #B1-K30, S(738099)"
Xing Fu Tang,"Hillion Mall
17 Petir Road #02-21 S(678278)"
Xing Fu Tang,"Square 2
10 Sinaran Drive #02-65, S(307506)"
Xing Fu Tang,"Plaza Singapura
68 Orchard Road #01-K1, S(238839)"
PARTEA,"Suntec City
Suntec City Mall North Wing #02-470, S(038983)"
PARTEA,"Century Square
2 Tampines Central 5, #B1-30 Century Square, S(529509)"
PARTEA,"Orchard Plaza
150 Orchard Rd, Orchard Plaza, S(238841)"
Tea Tree Cafe,"Heartland Mall
Blk 205 Hougang St 21, Level 1 #01-03 Heartland Mall, S(530205)"
Tea Tree Cafe,"ITE College Central
Ang Mo Kio 2 Ang Mo Kio Drive, Block D #02-05/06, S(567720)"
Tea Tree Cafe,"Kallang Wave Mall
1 Stadium Place, Kallang Wave Mall #01-47, S(397628) "
Tea Tree Cafe,"Singapore Institute of Technology @ Nanyang Polytechnic
172 Ang Mo Kio Ave 8, S(567739)"
Tea Tree Cafe,"Singapore Institute of Technology @ Temasek Polytechnic 
29B Tampines Ave 1, S(528694)"
Tea Tree Cafe,"Fusionopolis Connexis 1 
1 Fusinopolis Way, B1-11 S(138632)"
Tea Tree Cafe,"The Cathay 
2 Handy Road, #01-24 The Cathay, S(229233)"
Tea Tree Cafe,"Thomson Plaza
301 Upper Thomson Road, #01-96 Thomson Plaza, 
S(574408)"
Tea Tree Cafe,"Tampines West CC
5 Tampines Ave 3 #01-10, Tampines West Community Club, S(529705)"
ShareTea,"Bugis Junction
Bugis Junction, #01-14A, 200 Victoria Street , S(188021)"
ShareTea,"NUS, No 1 Lower Kent Ridge Rd, S(119082)"
ShareTea,"Northpoint City, 930 Yishun Ave 2, #B1 - 12, S(769098)"
ShareTea,"Parkway Parade, 80 Marine Parade Rd, #B1-21, S(449269)"
ShareTea,"Woodlands MRT, 30 Woodlands Ave 2, #01-26, S(738343)"
ShareTea,"Jurong Point, 63 Jurong West Central 3, #03-53, S(648886)"
ShareTea,"JCube, 2 Jurong East Central 1, #B1-K01, S(609731)"
ShareTea,"Lucky Plaza, 304 Orchard Rd,  S(238863)"
Each A Cup,"ION Ochard, 2 Orchard Turn, #B4-69 , S(238801)"
Each A Cup,"Plaza Singapua, 68 Orchard Road, #B2-48, S(238839)"
Each A Cup,"Wilkie Edge, 8 Wilkie Road, #01-06, S(228095)"
Each A Cup,"Holland Village MRT, 200 Holland Ave, #B1-12, S(278995)"
Each A Cup,"National Junior College, 37 Hillcrest Road ,S(288913)"
Each A Cup,"Nanyang Polytechnic, 180 Ang Mo Kio Ave 8, Blk P,  S(569830)"
Each A Cup,"The Centrepoint, 176 Orchard Rd, #01-K5, S(238843)"
Each A Cup,"Blk 306 Ubi Avenue 1, #01-195, S(400306)"
Each A Cup,"87 Marine Parade Central, #01-503B, S(440087)"
Each A Cup,"Bukit Timah Plaza, 1 Jalan Anak Bukit, #K1-CS1, S(588996)"
Each A Cup,"Blk 1 Tanjong Pagar Plaza, #01-15, S(082001)"
Each A Cup,"Blk 525, Ang Mo Kio Ave 10, #01-2395, S(560525)"
Each A Cup,"Blk 302, Woodlands St 31, #01-287, S(730302)"
Each A Cup,"Wisteria Mall, 598 Yishun Ring Road, #01-22, S(768698)"
Each A Cup,"Blk 417 Yishun Mall, #01-347, S(760417)"
Each A Cup,"The POIZ Centre, 51 Upper Serangoon Road, #01-10, S(347697)"
Each A Cup,"Yishun Ring Road @ Chong Pang, Blk 106 Yishun Ring Road, #01-151, S(760106)"
Each A Cup,"Senja Cashew CC, 101 Bukit Panjang Road, #01-03, S(679910)"
Each A Cup,"ITE West, 1 Choa Chu Kang Grove, #05-01, S(688236)"
Each A Cup,"Blk 502 Jurong West Ave 1, #01-825, S(640502)"
Each A Cup,"NTU, 50 Nanyang Ave, NS3-01-21, S(639798)"
Each A Cup,"One North MRT, 9 Ayer Rajah Avenue, #B2-01, S(138647)"
Each A Cup,"Bt Panjang Integrated Transport Hub, 15 Petir Rd, #01-61, S(678270)"
Each A Cup,"Dover MRT, 200 Commonwealth Ave West, #02-02, S(138677)"
Each A Cup,"Library @ Ngee Ann Polytechnic, 535 Clementi Road, S(599489)"
Each A Cup,"Causeway Point, 1 Woodlands Square, #B1-K19, S(738099)"
Each A Cup,"SIT@ NP Building, 537 Clementi Road, S(599493)"
Each A Cup,"Riverale Mall, 11 Rivervale Crescent, #01-K7, S(545082)"
Each A Cup,"E!Avenue, 1 Pasir Ris Close, #02-K2, S(519599)"
Each A Cup,"443 Pasir Ris Drive 6, #01-14, S(510443)"
Each A Cup,"Kallang Leisure Park, 5 Stadium Walk, #01-30, S(397693)"
Each A Cup,"Bedok Point, 799 New Upper Changi Rd, #02-24, S(467351)"
Each A Cup,"Blk 477 Tampines Street 43, #01-174, S(520477)"
Each A Cup,"Blk 208 Bedok Town Centre, New Upper Changi Road, #01-697, S(460208)"
Each A Cup,"Blk 12 Haig Road, #01-331, S(430012)"
Blackball,"JEM, 50 Jurong Gateway Rd, #B1-32, S(608549)"
Blackball,"NEX, 23 Serangoon Central, #B1-46A, S(556083)"
Blackball,"AMK HUB, 53 Ang Mo Kio Ave 3, #01-17/18, S(569933)"
Blackball,"Bedok Mall, 311 New Upper Changi Road, #01-03, S(467360)"
Blackball,"Bugis +, 201 Victoria Street, #01-14, S(188067)"
Blackball,"Lot One, 21 Choa Chu Kang Ave 4, #01-05, S(689812)"
Ninefresh,"Ang Mo Kio Central, Blk 703 Ang Mo Kio Avenue 8, #01-2533, S(560703)
"
Ninefresh,"Causeway Point, 1 Woodlands Square, #B1-K06, S(738099)"
Ninefresh,"Century Square, 2 Tampines Central 5, #B1-25, S(529509)"
Ninefresh,"Chinatown Point, 133 New Bridge Road, #B2-43, S(059413)"
Ninefresh,"Compass One, 1 Sengkang Square, #B1-41, S(545078)"
Ninefresh,"Hougang Mall, 90 Hougang Ave 10, #B1-K11, S(538766)"
Ninefresh,"JEWEL, 78 Airport Blvd, #B2-244, S(819666)"
Ninefresh,"Jurong Point, 1 Jurong West Central 2, #B1-K3, S(648886)"
Ninefresh,"Lot One, 21 Choa Chu Kang Ave 4, #B1-K9, S(689812)"
Ninefresh,"Northpoint City Yishun (South Wing), 930 Yishun Ave 2, #B2-153, S(769098)"
Ninefresh,"NUS (Next to Science Canteen) LT26, 27 Science Drive 1, S(117541)"
Ninefresh,"Paya Lebar Square, 60 Paya Lebar Road, #01-49, S(409051)"
Ninefresh,"Plaza Singapura, 68 Orchard Rd, #B1-32, S(238839)"
Ninefresh,"Seletar Mall, 33 Sengkang West Avenue, #B1-K3, S(797653)"
Ninefresh,"Sun Plaza Sembawang, 30 Sembawang Drive, #B1-36, S(757713)"
Ninefresh,"Tiong Bahru Plaza, 302 Tiong Bahru Road, #B1-K1, S(168732)"
Ninefresh,"Whitesands, 1 Pasir Ris Central Street 3, #02-K7, S(518457)"
Ninefresh,"Yew Tee Point, 21 Choa Chu Kang North 6, #B1-42, S(689578)"
Nayuki,"VivoCity, 1 HarbourFront Walk, #01-207, S(098585)"
Bober Tea,"Bishan MRT Exit C, 200 Bishan Road, #01-01, S(579827)"
Bober Tea,"Bukit Panjang Plaza, 1 Jelebu Road, #01-23, S(677743)"
Bober Tea,"Boon Keng MRT, 27 Bendemeer Road, #01-665, S(330027)"
Bober Tea,"Esso Station, 150 Sengkang West Way, S(797622)"
Bober Tea,"Bedok Central, 205 Bedok North Street 1, #01-379, S(460209)"
Bober Tea,"Tampines MRT, 20 Tampines Central 1, S(529538)"
The Alley,"Cineleisure Orchard, 8 Grange Road, S(239695)"
The Alley,"Jewel Changi Airport, 78 Airport Blvd, #B2-273, S(819666)"
The Alley,"Tampines 1, 10 Tampines Central 1, #02-K3, S(529536)"